Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,,Dataset 9,,Dataset 10,,Dataset 11,,Dataset 12,,Dataset 13,,Dataset 14,,Dataset 15,,Dataset 16,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.693802646,17.12801889,2.748487004,16.0389857,2.712030765,14.9953289,2.730258885,13.92898391,2.712030765,12.83995072,2.712030765,11.81898211,2.730258885,10.75263712,2.803171363,9.691964171,2.712030765,8.705027847,2.733296905,7.772921319,2.675574526,6.88430049,2.602662048,5.727202731,2.566205809,4.575777019,2.587471948,3.526448169,2.49329333,2.119780304,2.49633135,1.348381798,2.547977689,0.179939943
2.730258885,17.12801889,2.784943243,16.0389857,2.748487004,14.9953289,2.766715124,13.92898391,2.748487004,12.83995072,2.748487004,11.81898211,2.766715124,10.75263712,2.830513542,9.686292123,2.748487004,8.705027847,2.766715124,7.774812001,2.666460466,6.838924107,2.602662048,5.681826348,2.587471948,4.70623412,2.575319868,3.481071786,2.51152145,2.097092113,2.49329333,1.29166132,2.547977689,0.140235608
2.766715124,17.12801889,2.821399482,16.0389857,2.784943243,14.9953289,2.803171363,13.92898391,2.784943243,12.83995072,2.784943243,11.81898211,2.803171363,10.75263712,2.894311961,9.708980315,2.784943243,8.699355799,2.803171363,7.797500192,2.712030765,6.952365064,2.593547988,5.636449965,2.584433928,4.649513641,2.575319868,3.435695403,2.52063551,2.187844878,2.49329333,1.246284937,2.584433928,0.333085235
2.803171363,17.12801889,2.857855722,16.0389857,2.821399482,14.9953289,2.839627602,13.92898391,2.821399482,12.83995072,2.821399482,11.81898211,2.839627602,10.75263712,2.9307682,9.691964171,2.821399482,8.716371943,2.839627602,7.791828145,2.712030765,6.918332777,2.642156307,5.795267305,2.605700068,4.819675076,2.575319868,3.390319021,2.52063551,2.142468496,2.49329333,1.200908554,2.575319868,0.282036804
2.839627602,17.12801889,2.894311961,16.0389857,2.857855722,14.9953289,2.876083841,13.92898391,2.857855722,12.83995072,2.857855722,11.81898211,2.876083841,10.75263712,2.967224439,9.708980315,2.812285423,8.688011703,2.830513542,7.746451762,2.748487004,6.929676873,2.630004227,5.749890922,2.602662048,4.762954598,2.602662048,3.605856839,2.551015709,2.301285835,2.52063551,1.416446372,2.575319868,0.236660421
2.876083841,17.12801889,2.9307682,16.0389857,2.894311961,14.9953289,2.91254008,13.92898391,2.894311961,12.83995072,2.894311961,11.81898211,2.91254008,10.76965326,3.021908798,9.703308267,2.857855722,8.710699895,2.876083841,7.780484049,2.757601064,6.895644586,2.630004227,5.704514539,2.593547988,4.604137258,2.620890167,3.662577317,2.538863629,2.255909453,2.52974957,1.359725894,2.602662048,0.384133665
2.91254008,17.12801889,2.967224439,16.0389857,2.9307682,14.9953289,2.948996319,13.92898391,2.9307682,12.83995072,2.9307682,11.81898211,2.948996319,10.75263712,3.058365037,9.691964171,2.894311961,8.710699895,2.91254008,7.791828145,2.784943243,6.96370916,2.666460466,5.840643688,2.611776108,4.70623412,2.642156307,3.847864213,2.538863629,2.221877166,2.52974957,1.314349511,2.623928187,0.440854144
2.948996319,17.12801889,3.003680678,16.0389857,2.967224439,14.9953289,2.985452558,13.92898391,2.967224439,12.83995072,2.967224439,11.81898211,2.985452558,10.76398121,3.113049395,9.708980315,2.9307682,8.710699895,2.948996319,7.774812001,2.821399482,6.975053256,2.684688586,5.908708262,2.630004227,5.001180607,2.630004227,3.798706465,2.569243829,2.414726792,2.52974957,1.268973128,2.639118287,0.542951005
2.985452558,17.12801889,3.040136917,16.0389857,3.003680678,14.9953289,3.021908798,13.92898391,3.003680678,12.83995072,3.003680678,11.81898211,3.021908798,10.77532531,3.149505634,9.708980315,2.967224439,8.710699895,2.985452558,7.769139953,2.821399482,6.929676873,2.684688586,5.874675975,2.639118287,4.944460129,2.630004227,3.753330082,2.566205809,2.358006314,2.52063551,1.246284937,2.639118287,0.497574622
3.021908798,17.12801889,3.076593156,16.0389857,3.040136917,14.9953289,3.058365037,13.92898391,3.040136917,12.83995072,3.040136917,11.81898211,3.058365037,10.77532531,3.185961874,9.703308267,3.003680678,8.710699895,3.003680678,7.740779714,2.821399482,6.889972538,2.712030765,5.959756692,2.639118287,4.904755794,2.630004227,3.7079537,2.575319868,2.312629931,2.569243829,1.442915929,2.648232347,0.440854144
3.058365037,17.12801889,3.113049395,16.0389857,3.076593156,14.9953289,3.094821276,13.92898391,3.076593156,12.83995072,3.076593156,11.81898211,3.094821276,10.76398121,3.222418113,9.708980315,3.040136917,8.716371943,3.040136917,7.769139953,2.857855722,6.924004825,2.730258885,5.999461027,2.630004227,4.865051459,2.657346406,3.91781947,2.593547988,2.573544132,2.557091749,1.393758181,2.648232347,0.395477761
3.094821276,17.12801889,3.149505634,16.0389857,3.113049395,14.9953289,3.131277515,13.92898391,3.113049395,12.83995072,3.113049395,11.81898211,3.131277515,10.75263712,3.258874352,9.708980315,3.076593156,8.699355799,3.076593156,7.75212381,2.885197901,6.906988682,2.751525024,5.961647375,2.675574526,5.035212894,2.678612546,3.957523805,2.602662048,2.516823653,2.557091749,1.348381798,2.675574526,0.622359675
3.131277515,17.12801889,3.185961874,16.0389857,3.149505634,14.9953289,3.167733754,13.92898391,3.149505634,12.83995072,3.149505634,11.81898211,3.167733754,10.76965326,3.295330591,9.714652362,3.113049395,8.710699895,3.113049395,7.780484049,2.894311961,6.861612299,2.769753144,6.022149218,2.666460466,4.978492416,2.684688586,3.889459231,2.602662048,2.47144727,2.584433928,1.688704669,2.675574526,0.576983292
3.167733754,17.12801889,3.222418113,16.0389857,3.185961874,14.9953289,3.204189993,13.92898391,3.185961874,12.83995072,3.185961874,11.81898211,3.204189993,10.77532531,3.33178683,9.708980315,3.149505634,8.716371943,3.149505634,7.786156097,2.9307682,6.872956395,2.794057303,5.976772836,2.666460466,4.944460129,2.684688586,3.855426944,2.593547988,2.448759079,2.584433928,1.643328286,2.675574526,0.531606909
3.204189993,17.12801889,3.258874352,16.0389857,3.222418113,14.9953289,3.240646232,13.92898391,3.222418113,12.83995072,3.222418113,11.81898211,3.240646232,10.77532531,3.368243069,9.708980315,3.185961874,8.710699895,3.185961874,7.757795858,2.92165414,6.850268203,2.803171363,5.937068501,2.693802646,5.080589277,2.712030765,4.04827657,2.620890167,2.42039884,2.584433928,1.597951903,2.675574526,0.491902574
3.240646232,17.12801889,3.295330591,16.0389857,3.258874352,14.9953289,3.277102471,13.92898391,3.258874352,12.83995072,3.258874352,11.81898211,3.267988412,10.77532531,3.404699308,9.72032441,3.222418113,8.710699895,3.176847814,7.735107666,2.967224439,6.850268203,2.821399482,5.88602007,2.715068785,5.027650164,2.712030765,4.002900187,2.611776108,2.380694505,2.584433928,1.55257552,2.693802646,0.667736057
3.277102471,17.12801889,3.33178683,16.0389857,3.295330591,14.9953289,3.31355871,13.92898391,3.295330591,12.83995072,3.295330591,11.81898211,3.31355871,10.76965326,3.441155547,9.708980315,3.258874352,8.716371943,3.222418113,7.757795858,2.958110379,6.827580012,2.821399482,5.851987783,2.702916705,4.989836512,2.733296905,3.957523805,2.639118287,2.641608706,2.584433928,1.507199138,2.715068785,0.758488823
3.31355871,17.12801889,3.368243069,16.0389857,3.33178683,14.9953289,3.35001495,13.92898391,3.33178683,12.83995072,3.33178683,11.82465416,3.35001495,10.77532531,3.477611786,9.72032441,3.295330591,8.72204399,3.261912372,7.772921319,3.003680678,6.816235916,2.830513542,5.931396453,2.730258885,5.091933373,2.748487004,4.025588379,2.639118287,2.596232323,2.593547988,1.461822755,2.712030765,0.701768344
3.35001495,17.12801889,3.404699308,16.0389857,3.368243069,14.9953289,3.386471189,13.92898391,3.368243069,12.83995072,3.368243069,11.81898211,3.386471189,10.77532531,3.514068026,9.708980315,3.33178683,8.716371943,3.295330591,7.780484049,3.040136917,6.821907964,2.857855722,5.840643688,2.739372944,5.182686138,2.748487004,3.889459231,2.630004227,2.55085594,2.611776108,1.802145625,2.702916705,0.622359675
3.386471189,17.12801889,3.441155547,16.0389857,3.404699308,14.9953289,3.422927428,13.92898391,3.404699308,12.83995072,3.404699308,11.81898211,3.422927428,10.76398121,3.550524265,9.72032441,3.368243069,8.710699895,3.286216531,7.757795858,3.031022857,6.782203629,2.876083841,5.812283448,2.739372944,5.137309755,2.757601064,3.980211996,2.630004227,2.505479558,2.611776108,1.756769243,2.702916705,0.576983292
3.422927428,17.12801889,3.477611786,16.0389857,3.441155547,14.9953289,3.459383667,13.92898391,3.441155547,12.83995072,3.441155547,11.82465416,3.459383667,10.77532531,3.586980504,9.731668506,3.404699308,8.72204399,3.33482485,7.750233127,3.076593156,6.816235916,2.885197901,5.772579114,2.739372944,5.04655699,2.757601064,3.934835613,2.630004227,2.460103175,2.620890167,1.71139286,2.702916705,0.542951005
3.459383667,17.12801889,3.514068026,16.0389857,3.477611786,14.9953289,3.495839906,13.92898391,3.477611786,12.83995072,3.477611786,11.83032621,3.495839906,10.77532531,3.623436743,9.72032441,3.441155547,8.727716038,3.368243069,7.75212381,3.116087415,6.793547725,2.894311961,5.727202731,2.748487004,5.006852655,2.775829184,3.844082848,2.660384426,2.732361471,2.620890167,1.666016477,2.721144825,0.826553397
3.495839906,17.12801889,3.550524265,16.0389857,3.514068026,14.9953289,3.532296145,13.92898391,3.514068026,12.83995072,3.514068026,11.83599825,3.532296145,10.78099736,3.659892982,9.743012602,3.477611786,8.72204399,3.404699308,7.769139953,3.103935336,6.759515438,2.894311961,5.687498396,2.757601064,4.955804225,2.784943243,3.787362369,2.657346406,2.681313041,2.630004227,1.63198419,2.739372944,0.735800631
3.532296145,17.12801889,3.586980504,16.05600185,3.550524265,14.9953289,3.568752384,13.940328,3.550524265,12.83995072,3.550524265,11.83032621,3.568752384,10.77532531,3.696349221,9.754356697,3.495839906,8.756076277,3.432041488,7.791828145,3.140391575,6.816235916,2.91254008,5.653466109,2.766715124,4.91609989,2.794057303,3.730641891,2.666460466,2.891178811,2.657346406,1.836177912,2.748487004,0.679080153
3.568752384,17.12801889,3.623436743,16.05600185,3.586980504,14.9953289,3.605208623,13.940328,3.586980504,12.83995072,3.586980504,11.83032621,3.605208623,10.7866694,3.73280546,9.777044889,3.532296145,8.75040423,3.441155547,7.757795858,3.149505634,6.776531581,2.948996319,5.636449965,2.784943243,4.853707363,2.803171363,3.673921413,2.675574526,2.834458332,2.657346406,1.79080153,2.739372944,0.656391962
3.605208623,17.12801889,3.659892982,16.06734594,3.623436743,14.9953289,3.641664862,13.92898391,3.623436743,12.83995072,3.623436743,11.82465416,3.596094564,10.75263712,3.7236914,9.754356697,3.571790404,8.752294912,3.477611786,7.780484049,3.185961874,6.782203629,2.948996319,5.59674563,2.775829184,4.831019172,2.812285423,3.617200934,2.675574526,2.78908195,2.657346406,1.745425147,2.769753144,0.622359675
3.641664862,17.13936299,3.696349221,16.06734594,3.659892982,14.9953289,3.678121102,13.94600005,3.659892982,12.84562277,3.659892982,11.82465416,3.641664862,10.78099736,3.769261699,9.788388984,3.605208623,8.744732182,3.514068026,7.774812001,3.222418113,6.782203629,2.958110379,5.681826348,2.803171363,4.796986885,2.821399482,3.560480456,2.696840665,2.732361471,2.657346406,1.700048764,2.784943243,0.690424249
3.678121102,17.14503503,3.73280546,16.10137823,3.696349221,15.006673,3.714577341,13.95734415,3.696349221,12.86831096,3.696349221,11.8530144,3.678121102,10.7866694,3.787489819,9.833765367,3.596094564,8.699355799,3.523182085,7.814516336,3.258874352,6.799219773,2.985452558,5.591073583,2.803171363,4.751610502,2.821399482,3.515104073,2.693802646,2.675640993,2.675574526,1.654672381,2.794057303,0.645047866
3.714577341,17.15070708,3.769261699,16.15809871,3.73280546,15.02936119,3.75103358,13.97436029,3.73280546,12.87398301,3.73280546,11.85868645,3.714577341,10.8093576,3.796603879,9.79973308,3.641664862,8.744732182,3.550524265,7.769139953,3.295330591,6.782203629,2.994566618,5.636449965,2.803171363,4.70623412,2.848741662,3.458383595,2.693802646,2.63026461,2.684688586,1.938274774,2.812285423,0.599671483
3.75103358,17.16205118,3.76014764,16.12973847,3.769261699,15.06339348,3.787489819,13.98570439,3.74191952,12.91935939,3.75103358,11.90973488,3.75103358,10.86040603,3.814831998,9.833765367,3.632550803,8.710699895,3.586980504,7.797500192,3.33178683,6.782203629,3.021908798,5.591073583,2.803171363,4.666529785,2.848741662,3.413007212,2.684688586,2.607576419,2.693802646,1.892898391,2.839627602,0.571311244
3.778375759,17.18473937,3.805717938,16.192131,3.805717938,15.14847419,3.805717938,14.03108077,3.74191952,12.83995072,3.787489819,11.95511126,3.74191952,10.82070169,3.842174178,9.969894515,3.678121102,8.75040423,3.626474763,7.799390875,3.32267277,6.759515438,3.012794738,5.557041296,2.821399482,4.621153402,2.848741662,3.378974925,2.715068785,2.845802428,2.693802646,1.847522008,2.848741662,0.531606909
3.805717938,17.24145985,3.796603879,16.15242666,3.796603879,15.09742576,3.796603879,13.9516721,3.769261699,12.87965506,3.778375759,11.90973488,3.769261699,10.90011036,3.842174178,9.93019018,3.714577341,8.761748325,3.659892982,7.825860432,3.368243069,6.770859533,3.058365037,5.562713343,2.830513542,4.570104971,2.876083841,3.333598542,2.712030765,2.78908195,2.693802646,1.802145625,2.857855722,0.474886431
3.842174178,17.28116418,3.823946058,16.23183533,3.823946058,15.19385058,3.814831998,13.99704848,3.787489819,12.96473577,3.823946058,11.96645536,3.778375759,10.86607807,3.833060118,9.87914175,3.75103358,8.790108565,3.659892982,7.791828145,3.359129009,6.736827246,3.094821276,5.579729487,2.857855722,4.513384493,2.897349981,3.276878064,2.721144825,3.04999615,2.693802646,1.756769243,2.866969781,0.418165952
3.833060118,17.24145985,3.845212197,16.28099308,3.851288237,15.21086672,3.833060118,14.09914534,3.778375759,12.91935939,3.842174178,12.05720812,3.805717938,10.94548674,3.860402297,10.0152709,3.787489819,8.80145266,3.687235161,7.814516336,3.404699308,6.782203629,3.134315535,5.55325993,2.879121861,4.456664015,2.894311961,3.225829633,2.730258885,3.004619767,2.693802646,1.717064908,2.876083841,0.378461617
3.851288237,17.45699766,3.869516357,16.29989991,3.869516357,15.2562431,3.833060118,14.05376896,3.823946058,13.01011216,3.842174178,12.01183174,3.805717938,10.90578241,3.878630417,10.06064728,3.826984078,8.816578121,3.687235161,7.780484049,3.441155547,6.770859533,3.167733754,5.562713343,2.876083841,4.399943536,2.885197901,3.197469394,2.730258885,2.959243385,2.721144825,1.847522008,2.90342602,0.350101378
3.851288237,17.41162128,3.869516357,16.25452352,3.899896556,15.41506044,3.860402297,14.2012422,3.842174178,13.06116059,3.851288237,12.1025845,3.814831998,11.03623951,3.878630417,9.969894515,3.860402297,8.903549521,3.714577341,7.871236814,3.477611786,6.810563868,3.204189993,5.551369248,2.866969781,4.377255345,2.93380622,3.20881349,2.730258885,2.913867002,2.730258885,1.802145625,2.91254008,0.2933809
3.860402297,17.3549008,3.896858536,16.46438929,3.896858536,15.35833996,3.860402297,14.15586582,3.860402297,13.11220902,3.851288237,11.96645536,3.814831998,10.99086313,3.896858536,10.02094295,3.851288237,8.858173139,3.74191952,7.927957293,3.468497727,6.782203629,3.240646232,5.528681056,2.90342602,4.38859944,2.9307682,3.157765059,2.721144825,2.732361471,2.730258885,1.756769243,2.91254008,0.248004517
3.860402297,17.30952442,3.887744476,16.41334086,3.896858536,15.31296358,3.851288237,14.13317763,3.881668437,13.17271086,3.851288237,11.93242307,3.845212197,10.94926811,3.915086656,10.11736776,3.851288237,8.812796756,3.75103358,7.88258091,3.514068026,6.80489182,3.277102471,5.5456972,2.9307682,4.343223058,2.958110379,3.163437107,2.721144825,2.698329184,2.730258885,1.71139286,2.91254008,0.202628134
3.899896556,17.46077903,3.887744476,16.36796448,3.887744476,15.29027539,3.899896556,14.30333907,3.887744476,13.32774684,3.878630417,12.17064908,3.860402297,11.09295999,3.905972596,10.06064728,3.878630417,8.954597952,3.787489819,7.88258091,3.504953966,6.782203629,3.31355871,5.5456972,2.948996319,4.309190771,2.967224439,3.12940482,2.748487004,2.868490619,2.730258885,1.666016477,2.90342602,0.168595847
3.887744476,17.41162128,3.887744476,16.33393219,3.918124676,15.48312502,3.887744476,14.25796268,3.896858536,13.28237045,3.869516357,12.13661679,3.860402297,11.0475836,3.951542895,10.24215281,3.899896556,8.998083652,3.787489819,7.848548623,3.550524265,6.793547725,3.35001495,5.557041296,2.985452558,4.297846675,3.003680678,3.112388676,2.766715124,2.823114237,2.730258885,1.620640094,2.90342602,0.13456356
3.887744476,17.3662449,3.905972596,16.50409363,3.933314775,15.55118959,3.887744476,14.2125863,3.896858536,13.23699407,3.918124676,12.24249502,3.851288237,11.01355132,3.951542895,10.19677643,3.933314775,9.068038909,3.823946058,7.939301388,3.541410205,6.759515438,3.35001495,5.523009009,3.003680678,4.263814388,3.040136917,3.106716629,2.766715124,2.783409902,2.730258885,1.58093576,2.948996319,0.191284039
3.905972596,17.57043862,3.924200716,16.5721582,3.933314775,15.42073249,3.887744476,14.16720992,3.905972596,13.19161769,3.905972596,12.19333727,3.899896556,11.15346183,3.951542895,10.15707209,3.942428835,9.107743244,3.814831998,7.893925006,3.586980504,6.810563868,3.386471189,5.551369248,3.021908798,4.286502579,3.076593156,3.106716629,2.775829184,2.868490619,2.721144825,1.541231425,2.948996319,0.145907656
3.915086656,17.52506224,3.924200716,16.53812591,3.951542895,15.59656597,3.915086656,14.37140364,3.936352795,13.37312322,3.933314775,12.35215461,3.887744476,11.11564818,3.987999134,10.27051305,3.969771014,9.153119626,3.860402297,7.950645484,3.623436743,6.80489182,3.422927428,5.568385391,3.061403057,4.278939849,3.113049395,3.106716629,2.787981263,2.732361471,2.757601064,1.802145625,2.967224439,0.106203321
3.924200716,17.47968586,3.951542895,16.62887868,3.942428835,15.50581321,3.936352795,14.4621564,3.924200716,13.32774684,3.933314775,12.30677823,3.924200716,11.19505685,4.006227254,10.35559377,3.987999134,9.124759387,3.851288237,7.916613197,3.659892982,6.816235916,3.422927428,5.528681056,3.094821276,4.269486436,3.149505634,3.106716629,2.784943243,2.675640993,2.766715124,1.756769243,2.985452558,0.072171034
3.924200716,17.44565357,3.972809034,16.73097554,3.942428835,15.46043682,3.924200716,14.41678002,3.924200716,13.28237045,3.942428835,12.48828376,3.942428835,11.26312142,4.006227254,10.31588943,4.009265273,9.224965566,3.878630417,8.007365963,3.696349221,6.810563868,3.459383667,5.534353104,3.131277515,4.275158484,3.185961874,3.106716629,2.775829184,2.641608706,2.766715124,1.71139286,3.012794738,0.077843082
3.954580915,17.6385032,3.969771014,16.67425506,3.972809034,15.68731874,3.951542895,14.57559736,3.954580915,13.48656418,3.942428835,12.44290737,3.942428835,11.22908914,4.015341313,10.44634653,3.997113194,9.175807818,3.887744476,8.064086441,3.73584348,6.820017281,3.495839906,5.523009009,3.131277515,4.241126197,3.222418113,3.106716629,2.775829184,2.607576419,2.766715124,1.666016477,3.021908798,0.021122603
