Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,,Dataset 9,,Dataset 10,,Dataset 11,,Dataset 12,,Dataset 13,,Dataset 14,,Dataset 15,,Dataset 16,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.860718258,18.12489527,2.860718258,17.03702346,2.860718258,15.94915165,2.860718258,14.84970674,2.825599873,13.75604839,2.80804068,12.70868245,2.737803909,11.70182237,2.641228349,10.53293884,2.685126331,9.595517386,2.606109963,8.218317972,2.597330367,7.286683075,2.562211982,6.112012987,2.570991578,4.919983243,2.553432385,3.670087977,2.562211982,2.559069962,2.530020128,1.216589862,2.597330367,0.325460829
2.895836644,18.13068182,2.895836644,17.03702346,2.895836644,15.9433651,2.895836644,14.86127985,2.860718258,13.76762149,2.80804068,12.67396313,2.755363102,11.73654168,2.667567138,10.68338919,2.723171248,9.641809803,2.632448753,8.391914537,2.588550771,7.234604106,2.562211982,6.06572057,2.570991578,4.873690825,2.553432385,3.623795559,2.562211982,2.512777545,2.518314,1.124005027,2.588550771,0.267595308
2.930955029,18.12489527,2.930955029,17.04281001,2.930955029,15.9433651,2.930955029,14.86127985,2.878277451,13.79655425,2.843159066,12.74340176,2.772922295,11.68446271,2.676346734,10.64866988,2.71146512,9.60709049,2.632448753,8.351408672,2.588550771,7.153592375,2.597330367,6.285609552,2.597330367,5.04728739,2.600256899,3.832111437,2.562211982,2.466485128,2.518314,1.089285714,2.61488956,0.441191873
2.966073415,18.12489527,2.966073415,17.03702346,2.966073415,15.9433651,2.966073415,14.86127985,2.898763176,13.74640413,2.860718258,12.70868245,2.781701891,11.771261,2.702685524,10.72968161,2.755363102,9.653382907,2.623669156,8.299329703,2.61488956,7.37926791,2.597330367,6.239317134,2.597330367,5.006781525,2.597330367,3.780032468,2.579771174,2.425979263,2.535873192,1.15872434,2.606109963,0.383326351
3.0011918,18.12489527,3.0011918,17.03702346,3.0011918,15.94915165,3.0011918,14.89599916,2.930955029,13.76183494,2.878277451,12.73182866,2.790481487,11.72496858,2.702685524,10.68917574,2.746583505,9.595517386,2.667567138,8.484499372,2.606109963,7.32718894,2.597330367,6.198811269,2.632448753,5.186164642,2.588550771,3.739526602,2.570991578,2.385473398,2.565138514,1.378613322,2.650007945,0.545349811
3.036310186,18.12489527,3.036310186,17.03702346,3.036310186,15.92600545,3.0011918,14.8554933,2.966073415,13.77340804,2.913395837,12.75497486,2.825599873,11.771261,2.729024313,10.77597403,2.781701891,9.734394638,2.658787542,8.438206954,2.632448753,7.419773775,2.588550771,6.158305404,2.623669156,5.12829912,2.617816092,3.905407764,2.597330367,2.524350649,2.562211982,1.320747801,2.650007945,0.499057394
3.071428571,18.13068182,3.071428571,17.03702346,3.071428571,15.94915165,3.036310186,14.87285295,3.0011918,13.78498115,2.948514222,12.70868245,2.825599873,11.72496858,2.729024313,10.72968161,2.781701891,9.68810222,2.658787542,8.403487641,2.650007945,7.593370339,2.623669156,6.331901969,2.623669156,5.082006703,2.635375285,4.063573523,2.588550771,2.466485128,2.562211982,1.280241935,2.641228349,0.464338081
3.106546957,18.12489527,3.106546957,17.03702346,3.106546957,15.9433651,3.071428571,14.8554933,3.0011918,13.75026183,2.983632608,12.74340176,2.825599873,11.68446271,2.737803909,10.68338919,2.790481487,9.641809803,2.688052863,8.530791789,2.650007945,7.547077922,2.623669156,6.285609552,2.667567138,5.406053624,2.632448753,4.005708002,2.617816092,2.76738584,2.553432385,1.23973607,2.685126331,0.684227063
3.141665342,18.12489527,3.141665342,17.03702346,3.141665342,15.931792,3.106546957,14.8554933,3.036310186,13.75026183,2.974853011,12.70868245,2.834379469,11.86384583,2.758289634,10.64481218,2.790481487,9.595517386,2.720244716,8.58865731,2.641228349,7.512358609,2.623669156,6.239317134,2.667567138,5.359761207,2.632448753,3.965202137,2.61488956,2.709520318,2.579771174,1.448051948,2.685126331,0.637934646
3.176783728,18.12489527,3.176783728,17.03702346,3.176783728,15.9433651,3.141665342,14.87285295,3.071428571,13.76762149,3.018750993,12.714469,2.834379469,11.81755341,2.772922295,10.7065354,2.781701891,9.549224969,2.71146512,8.530791789,2.641228349,7.466066192,2.623669156,6.193024717,2.667567138,5.313468789,2.67049367,4.271889401,2.61488956,2.663227901,2.597330367,1.529063678,2.685126331,0.591642229
3.211902113,18.12489527,3.211902113,17.04281001,3.211902113,15.94915165,3.176783728,14.87285295,3.106546957,13.7791946,3.053869379,12.73182866,2.860718258,11.72496858,2.790481487,10.74125471,2.825599873,9.618663594,2.758289634,8.692815249,2.641228349,7.385054462,2.652934477,6.470779221,2.658787542,5.267176372,2.667567138,4.214023879,2.61488956,2.622722036,2.597330367,1.482771261,2.685126331,0.545349811
3.247020499,18.12489527,3.247020499,17.03702346,3.247020499,15.96072476,3.194342921,14.84970674,3.132885746,13.80812736,3.088987764,12.74340176,2.869497855,11.67867616,2.793408019,10.66024298,2.834379469,9.664956012,2.755363102,8.634949728,2.685126331,7.547077922,2.650007945,6.412913699,2.658787542,5.220883955,2.667567138,4.167731462,2.606109963,2.582216171,2.600256899,1.405617232,2.685126331,0.499057394
3.282138884,18.13068182,3.282138884,17.04281001,3.282138884,15.9433651,3.232387838,14.87285295,3.141665342,13.77340804,3.097767361,12.78969418,2.887057048,11.84069962,2.790481487,10.60237746,2.843159066,9.578157729,2.755363102,8.58865731,2.702685524,7.616516548,2.650007945,6.366621282,2.688052863,5.452346041,2.658787542,4.133012149,2.650007945,3.114578969,2.588550771,1.367040218,2.676346734,0.452764977
3.31725727,18.12489527,3.31725727,17.04859656,3.31725727,15.95493821,3.22068171,14.83813364,3.17971026,13.76569264,3.12410615,12.73182866,2.887057048,11.79440721,2.816820276,10.68338919,2.860718258,9.531865312,2.755363102,8.542364893,2.729024313,7.628089652,2.688052863,6.540217847,2.702685524,5.388693967,2.658787542,4.086719732,2.650007945,3.068286552,2.623669156,1.772098869,2.702685524,0.869396732
3.352375655,18.12489527,3.352375655,17.04281001,3.352375655,15.95493821,3.264579692,14.86127985,3.211902113,13.7791946,3.12410615,12.69132279,2.895836644,11.74811479,2.825599873,10.63709677,2.895836644,9.52607876,2.764142698,8.484499372,2.746583505,7.581797235,2.685126331,6.482352325,2.693905927,5.336614998,2.658787542,4.052000419,2.650007945,3.021994135,2.632448753,1.714233347,2.702685524,0.823104315
3.387494041,18.13068182,3.387494041,17.04281001,3.378714445,16.00701718,3.299698077,14.87285295,3.247020499,13.78498115,3.159224535,12.74340176,2.895836644,11.70760892,2.825599873,10.59080436,2.916322369,9.479786343,2.790481487,8.634949728,2.755363102,7.54129137,2.685126331,6.436059908,2.693905927,5.290322581,2.676346734,4.341328027,2.650007945,2.975701718,2.632448753,1.66794093,2.702685524,0.776811898
3.422612427,18.12489527,3.422612427,17.04859656,3.387494041,15.96072476,3.334816463,14.88442606,3.264579692,13.75026183,3.194342921,12.72025555,2.930955029,11.68446271,2.825599873,10.55029849,2.90461624,9.44506703,2.790481487,8.58865731,2.775848827,7.489212401,2.676346734,6.412913699,2.71146512,5.47549225,2.705612056,4.202450775,2.650007945,2.935195853,2.632448753,1.621648513,2.702685524,0.730519481
3.457730812,18.12489527,3.457730812,17.03702346,3.422612427,15.95493821,3.369934848,14.90757227,3.285065417,13.78498115,3.229461306,12.74340176,2.948514222,11.63238375,2.860718258,10.60237746,2.948514222,9.427707373,2.781701891,8.553937997,2.764142698,7.454493088,2.702685524,6.389767491,2.720244716,5.417626728,2.702685524,4.144585253,2.641228349,2.883116883,2.632448753,1.575356096,2.723171248,0.684227063
3.492849198,18.13646837,3.492849198,17.05438312,3.457730812,15.96072476,3.361155252,14.88442606,3.31725727,13.78498115,3.255800095,12.75497486,2.968999947,11.68253386,2.851938662,10.55608504,2.98655914,9.410347717,2.825599873,8.553937997,2.781701891,7.558651026,2.71146512,6.540217847,2.729024313,5.359761207,2.702685524,4.109865941,2.641228349,2.836824466,2.623669156,1.540636783,2.720244716,0.637934646
3.527967583,18.14804147,3.530894115,17.05245427,3.492849198,15.99544407,3.405053234,14.90178571,3.352375655,13.80812736,3.282138884,12.70868245,2.974853011,11.74811479,2.878277451,10.64866988,3.009971397,9.433493925,2.825599873,8.50764558,2.781701891,7.419773775,2.71146512,6.493925429,2.729024313,5.313468789,2.71146512,4.318181818,2.641228349,2.790532049,2.667567138,1.864683703,2.746583505,0.846250524
3.563085969,18.14804147,3.563085969,17.10067553,3.530894115,16.01087488,3.440171619,14.89599916,3.343596059,13.76183494,3.31725727,12.76654797,3.0011918,11.66710306,2.895836644,10.59080436,3.018750993,9.39298806,2.825599873,8.461353163,2.790481487,7.37926791,2.720244716,6.436059908,2.737803909,5.272962924,2.71146512,4.271889401,2.641228349,2.744239631,2.667567138,1.818391286,2.746583505,0.799958106
3.598204354,18.14804147,3.598204354,17.09488898,3.519187987,15.96072476,3.475290005,14.87863951,3.387494041,13.8023408,3.308477674,12.72025555,3.036310186,11.67867616,2.887057048,10.55608504,3.053869379,9.387201508,2.825599873,8.415060746,2.80804068,7.315615836,2.737803909,6.383980938,2.755363102,5.232457059,2.737803909,4.133012149,2.676346734,3.137725178,2.667567138,1.772098869,2.755363102,0.742092585
3.63332274,18.15382803,3.589424758,17.06016967,3.563085969,16.01859028,3.492849198,14.91914537,3.422612427,13.80812736,3.355302188,12.74725946,3.036310186,11.64395685,2.930955029,10.59080436,3.062648975,9.352482195,2.834379469,8.600230415,2.834379469,7.280896523,2.764142698,6.355048178,2.781701891,5.197737746,2.737803909,4.086719732,2.685126331,3.079859656,2.658787542,1.725806452,2.755363102,0.695800168
3.668441125,18.19433389,3.63332274,17.11803519,3.554306372,15.99544407,3.527967583,14.94229158,3.457730812,13.80812736,3.390420573,12.76654797,3.071428571,11.69024927,2.930955029,10.55608504,3.088987764,9.375628404,2.843159066,8.357195224,2.834379469,7.234604106,2.772922295,6.30875576,2.781701891,5.151445329,2.737803909,4.046213867,2.685126331,3.033567239,2.658787542,1.679514034,2.746583505,0.672653959
3.703559511,18.23483976,3.671367657,17.16432761,3.598204354,16.05909615,3.527967583,14.90178571,3.492849198,13.81970046,3.378714445,12.72025555,3.106546957,11.66710306,2.939734626,10.63709677,3.12410615,9.3640553,2.860718258,8.305116255,2.834379469,7.188311688,2.772922295,6.262463343,2.790481487,5.105152912,2.746583505,4.179304566,2.685126331,2.987274822,2.658787542,1.633221617,2.775848827,0.637934646
3.694779914,18.19433389,3.668441125,17.10646209,3.589424758,16.01859028,3.563085969,14.93071848,3.527967583,13.83127357,3.422612427,12.76076142,3.106546957,11.63238375,2.968999947,10.59080436,3.115326553,9.329335987,2.851938662,8.26461039,2.843159066,7.147805823,2.772922295,6.221957478,2.799261084,5.058860494,2.755363102,3.99992145,2.685126331,2.940982405,2.658787542,1.5869292,2.764142698,0.591642229
3.741604428,18.25605711,3.706486043,17.30320486,3.60698395,16.09960201,3.554306372,14.90757227,3.519187987,13.78498115,3.41383283,12.73182866,3.141665342,11.65552995,2.966073415,10.53872539,3.150444939,9.387201508,2.869497855,8.34562212,2.863644791,7.095726854,2.790481487,6.158305404,2.799261084,5.012568077,2.775848827,4.040427315,2.723171248,3.230310013,2.658787542,1.552209887,2.764142698,0.545349811
3.7298983,18.2174801,3.703559511,17.24533934,3.63332274,16.05330959,3.598204354,14.94807813,3.563085969,13.83706012,3.457730812,12.76076142,3.150444939,11.70182237,2.957293819,10.50979263,3.159224535,9.352482195,2.887057048,8.299329703,2.860718258,7.037861332,2.790481487,6.112012987,2.799261084,4.96627566,2.775848827,3.94784248,2.720244716,3.172444491,2.685126331,2.09614579,2.764142698,0.499057394
3.756237089,18.32163804,3.694779914,17.22219313,3.624543143,16.01859028,3.63332274,14.95965124,3.598204354,13.87756598,3.492849198,12.77233452,3.176783728,11.65552995,2.974853011,10.66024298,3.185563324,9.410347717,2.887057048,8.253037285,2.878277451,6.991568915,2.790481487,6.06572057,2.80804068,4.908410138,2.764142698,3.901550063,2.720244716,3.126152074,2.685126331,2.049853372,2.799261084,0.799958106
3.773796282,18.36793046,3.721118703,17.19326037,3.668441125,16.12274822,3.650881932,15.01751676,3.598204354,13.83706012,3.501628794,12.81284039,3.211902113,11.67288961,3.004118333,10.59080436,3.194342921,9.352482195,2.895836644,8.195171764,2.887057048,7.072580645,2.790481487,6.025214705,2.816820276,4.850544617,2.799261084,3.889976959,2.720244716,3.079859656,2.685126331,2.003560955,2.799261084,0.753665689
3.773796282,18.28113217,3.712339107,17.1527545,3.659661529,16.0764558,3.668441125,15.06959573,3.60698395,13.79655425,3.527967583,12.77812107,3.247020499,11.68446271,3.0011918,10.54451194,3.229461306,9.352482195,2.930955029,8.195171764,2.887057048,7.026288228,2.781701891,5.996281944,2.825599873,4.810038752,2.816820276,3.855257646,2.720244716,3.033567239,2.685126331,1.957268538,2.80804068,0.707373272
3.765016685,18.2290532,3.738677896,17.49994763,3.68892685,16.16904064,3.703559511,15.16218056,3.63332274,13.9122853,3.563085969,12.77233452,3.264579692,11.71339548,3.036310186,10.59080436,3.267506224,9.367913001,2.922175433,8.160452451,2.90461624,6.979995811,2.816820276,6.007855048,2.843159066,4.746386678,2.825599873,3.808965228,2.720244716,2.987274822,2.685126331,1.910976121,2.80804068,0.661080855
3.791355474,18.32742459,3.738677896,17.45365522,3.724045235,16.24233696,3.703559511,15.11588814,3.624543143,13.85441977,3.583571693,12.81284039,3.282138884,11.66131651,3.02753059,10.55608504,3.299698077,9.3640553,2.957293819,8.160452451,2.913395837,6.922130289,2.825599873,5.949989527,2.843159066,4.700094261,2.825599873,3.762672811,2.71146512,2.952555509,2.693905927,1.864683703,2.80804068,0.614788437
3.808914667,18.46051529,3.738677896,17.4073628,3.712339107,16.19218685,3.703559511,15.07538228,3.671367657,13.94700461,3.615763547,12.87070591,3.31725727,11.65552995,3.071428571,10.55608504,3.334816463,9.352482195,2.966073415,8.102586929,2.913395837,6.887410976,2.825599873,5.903697109,2.843159066,4.659588395,2.834379469,3.716380394,2.71146512,2.917836196,2.693905927,1.818391286,2.828526405,0.56849602
3.808914667,18.41422287,3.738677896,17.36107038,3.756237089,16.3310641,3.738677896,15.24319229,3.703559511,13.99908358,3.60698395,12.8475597,3.31725727,11.61502409,3.080208168,10.50979263,3.326036866,9.329335987,2.974853011,8.056294512,2.948514222,6.887410976,2.825599873,5.863191244,2.869497855,4.642228739,2.834379469,3.670087977,2.729024313,3.299748638,2.693905927,1.772098869,2.825599873,0.510630499
3.808914667,18.36793046,3.738677896,17.31477796,3.747457492,16.28477168,3.7298983,15.19689987,3.721118703,14.03958944,3.650881932,12.92857143,3.352375655,11.67867616,3.106546957,10.56765815,3.369934848,9.352482195,3.0011918,8.091013825,2.974853011,6.933703393,2.851938662,5.845831588,2.878277451,4.584363217,2.834379469,3.623795559,2.746583505,3.091432761,2.71146512,2.072999581,2.825599873,0.464338081
3.817694263,18.32163804,3.7298983,17.28005865,3.747457492,16.23847926,3.7298983,15.16218056,3.756237089,14.06273565,3.650881932,12.88227901,3.352375655,11.63238375,3.115326553,10.53293884,3.405053234,9.387201508,3.018750993,8.067867616,2.983632608,6.887410976,2.851938662,5.799539171,2.913395837,4.5380708,2.843159066,3.583289694,2.746583505,3.045140344,2.71146512,2.026707164,2.816820276,0.429618768
3.817694263,18.28691873,3.7298983,17.23376623,3.747457492,16.19218685,3.773796282,15.2663385,3.747457492,14.01644323,3.677220721,12.97486385,3.361155252,11.72496858,3.141665342,10.59080436,3.405053234,9.340909091,3.053869379,8.091013825,3.018750993,6.887410976,2.860718258,5.759033305,2.930955029,4.485991831,2.869497855,3.577503142,2.746583505,2.998847926,2.71146512,1.980414747,2.816820276,0.394899455
3.844033053,18.57624633,3.773796282,17.44208211,3.747457492,16.15746753,3.773796282,15.22004608,3.747457492,13.97015082,3.686000318,12.92278488,3.390420573,11.67867616,3.17971026,10.56765815,3.396273637,9.306189778,3.074355104,8.052436811,3.009971397,6.852691663,2.895836644,5.71852744,2.966073415,4.468632174,2.869497855,3.531210725,2.746583505,2.952555509,2.720244716,1.934122329,2.851938662,0.56849602
3.844033053,18.53574047,3.765016685,17.39578969,3.776722814,16.46994135,3.791355474,15.40521575,3.747457492,13.9354315,3.677220721,12.89385212,3.378714445,11.64395685,3.168004132,10.53293884,3.440171619,9.3640553,3.106546957,8.062081064,3.053869379,6.87005132,2.913395837,5.672235023,3.0011918,4.45705907,2.878277451,3.484918307,2.755363102,2.906263092,2.720244716,1.893616464,2.851938662,0.522203603
3.835253456,18.4836615,3.808914667,17.58674592,3.773796282,16.41786238,3.791355474,15.35892333,3.782575878,14.10902807,3.721118703,12.92857143,3.425538959,11.65938766,3.211902113,10.56765815,3.448951216,9.317762882,3.097767361,8.033148303,3.088987764,6.858478215,2.948514222,5.649088814,3.036310186,4.451272518,2.869497855,3.450198995,2.775848827,2.859970674,2.737803909,1.841537495,2.860718258,0.464338081
