Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,,Dataset 9,,Dataset 10,,Dataset 11,,Dataset 12,,Dataset 13,,Dataset 14,,Dataset 15,,Dataset 16,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
3.879151438,18.69197738,3.800135071,17.53466695,3.765016685,16.37735651,3.782575878,15.31263092,3.782575878,14.07430876,3.756237089,12.95171764,3.41383283,11.60923754,3.229461306,10.61395057,3.475290005,9.375628404,3.141665342,8.062081064,3.12410615,6.852691663,2.983632608,5.649088814,3.071428571,4.445485966,2.90461624,3.461772099,2.772922295,2.807891705,2.737803909,1.795245078,2.860718258,0.418045664
3.879151438,18.65147151,3.800135071,17.48837453,3.782575878,16.53937997,3.817694263,15.45150817,3.800135071,14.31734395,3.747457492,12.91699832,3.448951216,11.67867616,3.247020499,10.56765815,3.466510408,9.352482195,3.176783728,8.056294512,3.144591875,6.887410976,2.992412204,5.683808127,3.106546957,4.445485966,2.913395837,3.403906577,2.764142698,2.76738584,2.737803909,1.74895266,2.860718258,0.371753247
3.870371842,18.59939254,3.800135071,17.45365522,3.808914667,16.46994135,3.82647386,15.40521575,3.800135071,14.27105153,3.776722814,12.99801005,3.475290005,11.71918203,3.247020499,10.52715228,3.51040839,9.358268747,3.211902113,8.062081064,3.159224535,6.829545455,3.018750993,5.649088814,3.141665342,4.445485966,2.913395837,3.363400712,2.764142698,2.732666527,2.737803909,1.702660243,2.860718258,0.331247382
3.870371842,18.55310013,3.82647386,17.62725178,3.808914667,16.42364893,3.844033053,15.34735023,3.808914667,14.22475911,3.782575878,12.92857143,3.51040839,11.74811479,3.285065417,10.56765815,3.536747179,9.433493925,3.247020499,8.044721408,3.194342921,6.846905111,3.056795911,5.641373412,3.176783728,4.445485966,2.90461624,3.334467951,2.781701891,2.9294093,2.737803909,1.656367826,2.887057048,0.452764977
3.914269824,18.66883117,3.844033053,17.6735442,3.800135071,16.37735651,3.88207797,15.45150817,3.808914667,14.17846669,3.782575878,12.89385212,3.51040839,11.70760892,3.282138884,10.51557918,3.545526776,9.375628404,3.282138884,8.044721408,3.229461306,6.852691663,3.088987764,5.643302262,3.211902113,4.445485966,2.951440754,3.392333473,2.799261084,2.883116883,2.737803909,1.615861961,2.887057048,0.40647256
3.905490227,18.63411186,3.835253456,17.58095936,3.829400392,16.51623377,3.879151438,15.39364265,3.808914667,14.13796083,3.811841199,13.09445259,3.536747179,11.84069962,3.31725727,10.55608504,3.536747179,9.352482195,3.31725727,8.044721408,3.264579692,6.852691663,3.12410615,5.631729158,3.247020499,4.445485966,2.939734626,3.346041056,2.799261084,2.836824466,2.755363102,1.934122329,2.887057048,0.360180142
3.931829016,18.72669669,3.864518777,17.71983661,3.846959585,16.45065284,3.870371842,15.35892333,3.817694263,14.09745496,3.800135071,13.04430247,3.536747179,11.79440721,3.352375655,10.55608504,3.583571693,9.367913001,3.326036866,8.091013825,3.299698077,6.841118559,3.159224535,5.631729158,3.282138884,4.445485966,2.939734626,3.311321743,2.799261084,2.790532049,2.755363102,1.887829912,2.895836644,0.302314621
3.949388209,18.87714705,3.861592245,17.64461144,3.864518777,16.6088186,3.870371842,15.31263092,3.844033053,14.27105153,3.844033053,13.07323523,3.536747179,11.74811479,3.378714445,10.59080436,3.615763547,9.387201508,3.352375655,8.044721408,3.334816463,6.846905111,3.194342921,5.63751571,3.31725727,4.445485966,2.983632608,3.340254504,2.80804068,2.732666527,2.772922295,1.841537495,2.916322369,0.244449099
3.949388209,18.83085463,3.887931034,17.78927524,3.861592245,16.55095308,3.914269824,15.42836196,3.844033053,14.22475911,3.861592245,13.03272937,3.545526776,11.69024927,3.387494041,10.54451194,3.63332274,9.421920821,3.387494041,8.038934855,3.369934848,6.846905111,3.229461306,5.625942606,3.352375655,4.445485966,3.018750993,3.334467951,2.80804068,2.68637411,2.772922295,1.795245078,2.913395837,0.186583578
3.949388209,18.79034876,3.896710631,17.74298282,3.861592245,16.50466066,3.914269824,15.38206954,3.844033053,14.17846669,3.887931034,13.1137411,3.580645161,11.68446271,3.425538959,10.56765815,3.650881932,9.375628404,3.425538959,8.052436811,3.405053234,6.864264767,3.264579692,5.643302262,3.387494041,4.445485966,3.009971397,3.311321743,2.799261084,2.663227901,2.772922295,1.74895266,2.913395837,0.14029116
3.958167805,18.92343946,3.896710631,17.69669041,3.870371842,16.44679514,3.905490227,15.34735023,3.844033053,14.13796083,3.896710631,13.06166213,3.571865565,11.64395685,3.41383283,10.53293884,3.659661529,9.456640134,3.460657344,8.044721408,3.440171619,6.841118559,3.299698077,5.625942606,3.422612427,4.445485966,3.053869379,3.322894847,2.834379469,2.674801005,2.772922295,1.702660243,2.939734626,0.290741517
3.984506595,18.87714705,3.887931034,17.66197109,3.896710631,16.62039171,3.92304942,15.47465438,3.852812649,14.09745496,3.931829016,13.03272937,3.598204354,11.771261,3.431392023,10.49821952,3.668441125,9.398774612,3.448951216,8.010002095,3.475290005,6.852691663,3.334816463,5.625942606,3.457730812,4.445485966,3.088987764,3.317108295,2.834379469,2.628508588,2.772922295,1.656367826,2.948514222,0.232875995
3.984506595,18.83085463,3.931829016,17.75455593,3.896710631,16.57409929,3.940608613,15.35892333,3.879151438,14.25369187,3.949388209,12.96329074,3.598204354,11.72496858,3.457730812,10.60237746,3.686000318,9.3640553,3.492849198,8.085227273,3.51040839,6.87005132,3.369934848,5.625942606,3.492849198,4.445485966,3.12410615,3.311321743,2.834379469,2.582216171,2.772922295,1.615861961,2.948514222,0.186583578
3.984506595,18.78456221,3.931829016,17.70826351,3.914269824,16.51623377,3.949388209,15.30105781,3.870371842,14.2016129,3.940608613,12.94014453,3.60698395,11.67867616,3.457730812,10.55608504,3.703559511,9.410347717,3.484069601,8.056294512,3.545526776,6.852691663,3.405053234,5.631729158,3.527967583,4.451272518,3.159224535,3.311321743,2.834379469,2.535923754,2.764142698,1.563782991,2.939734626,0.163437369
3.984506595,18.74405635,3.931829016,17.66197109,3.914269824,16.46994135,3.984506595,15.31263092,3.870371842,14.16689359,3.987433127,12.95557534,3.63332274,11.7828341,3.448951216,10.53293884,3.724045235,9.371770702,3.527967583,8.067867616,3.580645161,6.852691663,3.440171619,5.643302262,3.563085969,4.445485966,3.194342921,3.317108295,2.843159066,2.495417889,2.764142698,1.517490574,2.966073415,0.128718056
4.00499232,18.92343946,3.931829016,17.62146523,3.914269824,16.42364893,3.993286191,15.45150817,3.899637163,14.29419774,3.993286191,13.02115626,3.63332274,11.73654168,3.492849198,10.59080436,3.756237089,9.433493925,3.519187987,8.021575199,3.615763547,6.864264767,3.478216537,5.641373412,3.598204354,4.445485966,3.229461306,3.317108295,2.863644791,2.443338919,2.781701891,1.934122329,2.983632608,0.070852535
4.010845384,18.85400084,3.966947402,17.69669041,3.92304942,16.6088186,3.993286191,15.40521575,3.914269824,14.23054566,4.010845384,12.92857143,3.659661529,11.81755341,3.530894115,10.59080436,3.756237089,9.39298806,3.563085969,8.073654168,3.650881932,6.841118559,3.51040839,5.631729158,3.63332274,4.445485966,3.264579692,3.311321743,2.860718258,2.385473398,2.781701891,1.887829912,3.021677525,0.036133222
4.01962498,18.79613532,3.958167805,17.65039799,3.92304942,16.56252618,3.993286191,15.35892333,3.934755548,14.1823244,4.010845384,12.88227901,3.668441125,11.771261,3.545526776,10.64866988,3.791355474,9.416134269,3.598204354,8.067867616,3.686000318,6.852691663,3.545526776,5.643302262,3.668441125,4.445485966,3.299698077,3.311321743,2.887057048,2.373900293,2.799261084,1.841537495,3.053869379,0.012987013
4.010845384,18.77298911,3.958167805,17.60410557,3.931829016,16.38892962,4.010845384,15.28948471,3.966947402,14.2016129,4.01962498,12.84177315,3.668441125,11.73075513,3.536747179,10.53293884,3.829400392,9.414205418,3.615763547,8.027361751,3.724045235,6.848833962,3.580645161,5.63751571,3.703559511,4.445485966,3.334816463,3.311321743,2.887057048,2.327607876,2.799261084,1.795245078,3.071428571,0.047706326
4.037184173,18.73826979,3.984506595,17.78927524,3.952314741,16.51623377,4.01962498,15.24897884,3.966947402,14.16110704,4.040110705,12.78969418,3.659661529,11.69024927,3.563085969,10.60237746,3.852812649,9.433493925,3.63332274,8.067867616,3.756237089,6.846905111,3.615763547,5.625942606,3.738677896,4.445485966,3.369934848,3.311321743,2.895836644,2.287102011,2.799261084,1.74895266,3.088987764,0.007200461
4.045963769,18.78456221,3.984506595,17.74298282,3.949388209,16.45836824,4.040110705,15.19689987,3.984506595,14.10902807,4.054743366,12.8591328,3.703559511,11.7828341,3.601130886,10.61780827,3.861592245,9.39298806,3.668441125,8.056294512,3.791355474,6.852691663,3.650881932,5.631729158,3.773796282,4.445485966,3.405053234,3.311321743,2.916322369,2.235023041,2.799261084,1.702660243,3.12410615,0.001413909
4.057669898,18.69197738,3.993286191,17.69669041,3.949388209,16.41786238,4.037184173,15.13903435,3.984506595,14.07430876,4.072302558,12.81862694,3.712339107,11.86384583,3.63332274,10.61395057,3.896710631,9.398774612,3.686000318,8.102586929,3.82647386,6.852691663,3.686000318,5.63751571,3.808914667,4.445485966,3.440171619,3.317108295,2.913395837,2.17715752,2.799261084,1.656367826,3.159224535,0.001413909
4.054743366,18.63411186,4.002065787,17.63882488,3.958167805,16.58567239,4.028404577,15.11588814,3.993286191,14.2016129,4.081082155,12.8591328,3.721118703,11.81755341,3.624543143,10.57923125,3.914269824,9.44506703,3.703559511,8.067867616,3.864518777,6.868122469,3.721118703,5.63751571,3.844033053,4.445485966,3.475290005,3.311321743,2.939734626,2.25816925,2.799261084,1.610075408,3.194342921,0.001413909
4.075229091,18.57624633,4.002065787,17.59253247,3.975726998,16.53937997,4.045963769,15.2663385,4.002065787,14.14374738,4.107420944,12.78969418,3.738677896,11.7828341,3.650881932,10.66024298,3.934755548,9.387201508,3.738677896,8.067867616,3.896710631,6.858478215,3.756237089,5.625942606,3.879151438,4.445485966,3.51040839,3.311321743,2.948514222,2.211876833,2.799261084,1.563782991,3.229461306,0.001413909
4.072302558,18.51838081,4.002065787,17.54624005,3.984506595,16.49308756,4.054743366,15.09274194,4.01962498,14.08588186,4.124980137,12.74918831,3.759163621,11.84455732,3.659661529,10.79912023,3.966947402,9.3640553,3.738677896,8.027361751,3.931829016,6.835332007,3.791355474,5.625942606,3.914269824,4.445485966,3.545526776,3.311321743,2.968999947,2.173299818,2.799261084,1.517490574,3.264579692,0.001413909
4.063522962,18.4952346,4.002065787,17.49994763,3.984506595,16.44679514,4.063522962,15.15060746,4.037184173,14.04537599,4.160098522,12.72025555,3.791355474,11.91013825,3.659661529,10.75282782,4.002065787,9.358268747,3.765016685,8.091013825,3.966947402,6.841118559,3.82647386,5.643302262,3.949388209,4.445485966,3.580645161,3.311321743,3.0011918,2.165584416,2.80804068,1.476984709,3.299698077,-0.004372643
4.081082155,18.69197738,4.002065787,17.45365522,3.984506595,16.40050272,4.081082155,15.08116883,4.054743366,14.13217428,4.151318926,12.68553624,3.791355474,11.86384583,3.659661529,10.7065354,4.037184173,9.352482195,3.773796282,8.044721408,4.002065787,6.835332007,3.861592245,5.631729158,3.984506595,4.445485966,3.615763547,3.311321743,3.036310186,2.154011311,2.825599873,1.442265396,3.334816463,0.001413909
4.089861751,18.64568496,3.993286191,17.43050901,3.984506595,16.35999686,4.089861751,15.02330331,4.054743366,14.08588186,4.195216908,12.70868245,3.782575878,11.81755341,3.671367657,10.61395057,4.072302558,9.317762882,3.782575878,8.010002095,4.037184173,6.829545455,3.896710631,5.631729158,4.01962498,4.445485966,3.650881932,3.317108295,3.071428571,2.159797863,2.834379469,1.494344365,3.369934848,0.001413909
4.107420944,18.58781944,4.010845384,17.39578969,4.002065787,16.31370444,4.089861751,14.97701089,4.054743366,13.99329703,4.186437311,12.68553624,3.782575878,11.771261,3.703559511,10.7065354,4.107420944,9.323549434,3.808914667,8.044721408,4.072302558,6.829545455,3.931829016,5.631729158,4.054743366,4.445485966,3.686000318,3.311321743,3.106546957,2.159797863,2.834379469,1.401759531,3.405053234,0.001413909
4.124980137,18.53574047,4.028404577,17.60410557,4.022551512,16.40050272,4.11620054,15.05802262,4.054743366,13.94700461,4.230335293,12.67974969,3.817694263,11.91013825,3.703559511,10.66024298,4.142539329,9.300403226,3.844033053,8.067867616,4.107420944,6.829545455,3.966947402,5.625942606,4.089861751,4.445485966,3.721118703,3.311321743,3.141665342,2.159797863,2.843159066,1.355467114,3.440171619,0.001413909
4.151318926,18.52995392,4.028404577,17.55781315,4.01962498,16.3426372,4.11620054,15.01173021,4.063522962,14.03958944,4.265453679,12.66817658,3.82647386,11.86384583,3.703559511,10.61395057,4.177657715,9.294616674,3.879151438,8.044721408,4.142539329,6.829545455,4.002065787,5.625942606,4.124980137,4.445485966,3.756237089,3.311321743,3.176783728,2.159797863,2.843159066,1.309174696,3.475290005,-0.004372643
4.160098522,18.48944805,4.028404577,17.51152074,4.01962498,16.27319858,4.124980137,14.97122434,4.075229091,13.90456989,4.300572064,12.66239003,3.861592245,11.93328446,3.712339107,10.56765815,4.2127761,9.283043569,3.914269824,8.033148303,4.177657715,6.829545455,4.037184173,5.625942606,4.160098522,4.445485966,3.791355474,3.311321743,3.211902113,2.159797863,2.843159066,1.268668831,3.51040839,0.001413909
4.177657715,18.44315563,4.037184173,17.46522832,4.028404577,16.46994135,4.160098522,14.93650503,4.063522962,13.85441977,4.33569045,12.66239003,3.861592245,11.89277859,3.741604428,10.66410068,4.247894486,9.283043569,3.949388209,8.033148303,4.2127761,6.829545455,4.072302558,5.625942606,4.195216908,4.445485966,3.82647386,3.311321743,3.247020499,2.154011311,2.860718258,1.216589862,3.545526776,0.001413909
4.186437311,18.39107667,4.037184173,17.43050901,4.045963769,16.37735651,4.186437311,14.91914537,4.089861751,13.97015082,4.370808835,12.66239003,3.887931034,11.95643067,3.7298983,10.62552367,4.283012871,9.283043569,3.987433127,8.044721408,4.247894486,6.829545455,4.107420944,5.625942606,4.230335293,4.445485966,3.861592245,3.311321743,3.282138884,2.154011311,2.860718258,1.170297444,3.580645161,-0.004372643
4.186437311,18.35635735,4.072302558,17.49994763,4.045963769,16.3310641,4.195216908,14.87863951,4.098641348,13.9238584,4.405927221,12.66239003,3.887931034,11.91013825,3.773796282,10.75282782,4.318131257,9.283043569,4.010845384,8.044721408,4.283012871,6.829545455,4.142539329,5.625942606,4.265453679,4.445485966,3.896710631,3.311321743,3.31725727,2.159797863,2.860718258,1.124005027,3.615763547,0.001413909
4.203996504,18.32163804,4.072302558,17.45365522,4.054743366,16.28477168,4.230335293,14.86127985,4.107420944,13.86599288,4.441045606,12.66239003,3.896710631,11.85227273,3.773796282,10.7065354,4.353249642,9.283043569,4.01962498,8.010002095,4.318131257,6.829545455,4.177657715,5.625942606,4.300572064,4.445485966,3.931829016,3.311321743,3.352375655,2.154011311,2.869497855,1.089285714,3.650881932,0.001413909
4.2127761,18.28113217,4.072302558,17.4073628,4.054743366,16.23847926,4.221555697,14.83813364,4.145465862,13.83513127,4.476163992,12.66239003,3.896710631,11.80598031,3.773796282,10.66024298,4.388368028,9.283043569,4.054743366,8.010002095,4.353249642,6.829545455,4.2127761,5.625942606,4.33569045,4.445485966,3.966947402,3.311321743,3.387494041,2.154011311,2.887057048,1.262882279,3.686000318,-0.004372643
4.230335293,18.23483976,4.063522962,17.38421659,4.081082155,16.35421031,4.265453679,14.86127985,4.168878119,13.83127357,4.511282377,12.66239003,3.887931034,11.7828341,3.773796282,10.61395057,4.423486413,9.283043569,4.089861751,8.010002095,4.388368028,6.829545455,4.247894486,5.625942606,4.370808835,4.445485966,4.002065787,3.311321743,3.422612427,2.154011311,2.895836644,1.205016757,3.721118703,0.001413909
4.256674082,18.25219941,4.081082155,17.34949728,4.081082155,16.30791789,4.300572064,14.84970674,4.177657715,13.7907677,4.546400763,12.66239003,3.905490227,11.74811479,3.782575878,10.79912023,4.458604799,9.283043569,4.124980137,8.010002095,4.423486413,6.829545455,4.283012871,5.625942606,4.405927221,4.445485966,4.037184173,3.311321743,3.457730812,2.154011311,2.895836644,1.15872434,3.756237089,-0.004372643
4.265453679,18.21169355,4.081082155,17.30320486,4.081082155,16.26162547,4.33569045,14.83813364,4.2127761,13.76762149,4.581519148,12.66239003,3.92304942,11.93328446,3.808914667,10.72968161,4.493723184,9.283043569,4.160098522,8.010002095,4.458604799,6.829545455,4.318131257,5.625942606,4.441045606,4.445485966,4.072302558,3.311321743,3.492849198,2.154011311,2.913395837,1.100858819,3.791355474,0.001413909
4.283012871,18.16540113,4.089861751,17.26269899,4.089861751,16.21533305,4.370808835,14.83813364,4.23911489,13.80812736,4.616637534,12.66239003,3.931829016,11.87541894,3.808914667,10.68338919,4.52884157,9.283043569,4.195216908,8.010002095,4.493723184,6.829545455,4.353249642,5.625942606,4.476163992,4.445485966,4.107420944,3.311321743,3.527967583,2.159797863,2.913395837,1.060352953,3.82647386,-0.004372643
4.318131257,18.15961458,4.124980137,17.23955279,4.089861751,16.17482719,4.405927221,14.83813364,4.247894486,13.76183494,4.651755919,12.66239003,3.931829016,11.83491307,3.808914667,10.63709677,4.563959956,9.283043569,4.230335293,8.010002095,4.52884157,6.829545455,4.388368028,5.625942606,4.511282377,4.445485966,4.142539329,3.311321743,3.563085969,2.159797863,2.90461624,1.008273984,3.861592245,0.001413909
4.326910853,18.12489527,4.133759733,17.28005865,4.107420944,16.12274822,4.441045606,14.83813364,4.283012871,13.73868873,4.686874305,12.66239003,3.92304942,11.80598031,3.844033053,10.75282782,4.599078341,9.283043569,4.265453679,8.010002095,4.563959956,6.829545455,4.423486413,5.625942606,4.546400763,4.445485966,4.177657715,3.311321743,3.598204354,2.154011311,2.939734626,1.07771261,3.896710631,-0.004372643
4.353249642,18.15382803,4.142539329,17.17590071,4.124980137,16.0764558,4.476163992,14.83813364,4.318131257,13.72711563,,,3.958167805,11.86384583,3.844033053,10.7065354,4.634196727,9.283043569,4.300572064,8.010002095,4.599078341,6.829545455,4.458604799,5.625942606,4.581519148,4.445485966,4.2127761,3.311321743,3.63332274,2.154011311,2.948514222,1.037206745,3.931829016,-0.004372643
4.388368028,18.13646837,4.160098522,17.12382174,4.124980137,16.04173649,4.511282377,14.83813364,4.353249642,13.72711563,,,3.966947402,11.80598031,3.879151438,10.6949623,4.669315112,9.283043569,4.33569045,8.010002095,4.634196727,6.829545455,4.493723184,5.625942606,4.616637534,4.445485966,4.247894486,3.311321743,3.668441125,2.154011311,2.983632608,1.002487432,3.966947402,0.001413909
4.423486413,18.12489527,4.177657715,17.07752933,4.151318926,16.14589443,4.546400763,14.83813364,4.388368028,13.72711563,,,3.966947402,11.75968789,3.896710631,10.65445643,,,4.370808835,8.010002095,4.669315112,6.829545455,4.52884157,5.625942606,4.651755919,4.445485966,4.283012871,3.311321743,3.703559511,2.154011311,3.018750993,1.031420193,4.002065787,-0.004372643
4.458604799,18.12489527,4.195216908,17.10646209,4.151318926,16.09960201,4.581519148,14.83813364,4.423486413,13.72711563,,,3.966947402,11.71918203,3.914269824,10.61973712,,,4.405927221,8.010002095,4.695653901,6.829545455,4.563959956,5.625942606,4.678094708,4.445485966,4.318131257,3.311321743,3.738677896,2.154011311,3.036310186,1.002487432,4.037184173,0.001413909
4.493723184,18.12489527,4.2127761,17.07174277,4.160098522,16.05330959,4.616637534,14.83813364,4.458604799,13.72711563,,,3.958167805,11.67867616,3.905490227,10.57923125,,,4.441045606,8.010002095,,,4.599078341,5.625942606,,,4.353249642,3.311321743,3.773796282,2.154011311,3.056795911,1.054566401,4.072302558,0.001413909
4.52884157,18.12489527,4.23911489,17.07174277,4.177657715,16.00701718,4.651755919,14.83813364,4.493723184,13.72711563,,,4.00499232,11.84069962,3.931829016,10.7065354,,,4.476163992,8.010002095,,,4.634196727,5.625942606,,,4.388368028,3.311321743,3.808914667,2.154011311,3.088987764,1.031420193,4.107420944,0.001413909
4.563959956,18.12489527,4.247894486,17.03702346,4.177657715,15.96651131,4.686874305,14.83813364,4.52884157,13.72711563,,,3.993286191,11.80598031,3.931829016,10.66602953,,,4.511282377,8.010002095,,,,,,,4.423486413,3.311321743,3.844033053,2.154011311,3.080208168,0.99670088,4.142539329,0.001413909
4.599078341,18.12489527,4.283012871,17.03702346,4.2127761,15.97808442,,,4.563959956,13.72711563,,,4.010845384,11.91013825,3.966947402,10.6949623,,,4.546400763,8.010002095,,,,,,,4.458604799,3.311321743,3.879151438,2.159797863,3.12410615,0.99670088,4.177657715,0.001413909
4.634196727,18.12489527,4.318131257,17.04281001,4.247894486,15.96072476,,,4.599078341,13.72711563,,,4.01962498,11.75968789,4.002065787,10.6949623,,,4.581519148,8.010002095,,,,,,,4.493723184,3.311321743,3.914269824,2.154011311,3.159224535,1.002487432,4.2127761,0.001413909
4.669315112,18.12489527,4.353249642,17.03702346,4.283012871,15.94915165,,,4.634196727,13.72711563,,,4.01962498,11.71339548,4.01962498,10.64288333,,,4.616637534,8.010002095,,,,,,,4.52884157,3.311321743,3.949388209,2.154011311,3.194342921,1.031420193,4.247894486,0.001413909
,,4.388368028,17.04859656,4.318131257,15.931792,,,4.669315112,13.72711563,,,4.010845384,11.67867616,4.037184173,10.60816401,,,4.651755919,8.010002095,,,,,,,4.563959956,3.311321743,3.984506595,2.154011311,3.211902113,1.002487432,4.283012871,0.001413909
,,4.423486413,17.03702346,4.353249642,15.92600545,,,,,,,4.010845384,11.64395685,4.072302558,10.59080436,,,4.686874305,8.010002095,,,,,,,4.599078341,3.311321743,4.01962498,2.154011311,3.247020499,0.99670088,4.318131257,-0.004372643
,,4.458604799,17.03702346,4.388368028,15.9433651,,,,,,,4.054743366,11.69024927,4.081082155,10.55608504,,,,,,,,,,,4.62541713,3.311321743,4.054743366,2.154011311,3.282138884,0.99670088,4.353249642,0.001413909
,,4.493723184,17.03702346,4.423486413,15.92600545,,,,,,,4.075229091,11.63624145,4.107420944,10.59080436,,,,,,,,,,,,,4.089861751,2.154011311,3.31725727,0.99670088,4.388368028,0.001413909
,,4.52884157,17.03702346,4.458604799,15.92600545,,,,,,,4.098641348,11.72496858,4.124980137,10.5618716,,,,,,,,,,,,,4.124980137,2.154011311,3.352375655,0.99670088,4.423486413,0.001413909
,,4.563959956,17.03702346,4.493723184,15.92600545,,,,,,,4.107420944,11.66710306,4.160098522,10.53293884,,,,,,,,,,,,,4.160098522,2.154011311,3.387494041,0.99670088,4.458604799,-0.004372643
,,4.599078341,17.03702346,4.52884157,15.92600545,,,,,,,4.098641348,11.64395685,4.195216908,10.51557918,,,,,,,,,,,,,4.195216908,2.154011311,3.422612427,0.99670088,4.493723184,0.001413909
,,4.634196727,17.03702346,4.563959956,15.92600545,,,,,,,4.11620054,11.60923754,4.230335293,10.49243297,,,,,,,,,,,,,4.230335293,2.154011311,3.457730812,0.99670088,4.52884157,0.001413909
,,4.660535516,17.03702346,4.599078341,15.92600545,,,,,,,4.142539329,11.6381703,4.265453679,10.49243297,,,,,,,,,,,,,4.265453679,2.154011311,3.492849198,1.019847088,4.563959956,0.001413909
,,,,4.634196727,15.92600545,,,,,,,4.177657715,11.61502409,4.300572064,10.48664642,,,,,,,,,,,,,4.300572064,2.154011311,3.527967583,1.002487432,4.599078341,-0.004372643
,,,,4.669315112,15.92600545,,,,,,,4.2127761,11.58030478,4.33569045,10.48664642,,,,,,,,,,,,,4.33569045,2.154011311,3.563085969,0.99670088,4.634196727,0.001413909
,,,,4.695653901,15.92600545,,,,,,,4.247894486,11.58609133,4.370808835,10.48664642,,,,,,,,,,,,,4.370808835,2.154011311,3.598204354,0.99670088,4.669315112,0.001413909
,,,,,,,,,,,,4.283012871,11.59187788,4.405927221,10.48664642,,,,,,,,,,,,,4.405927221,2.154011311,3.63332274,0.99670088,,
,,,,,,,,,,,,4.318131257,11.58030478,4.441045606,10.48664642,,,,,,,,,,,,,4.441045606,2.154011311,3.668441125,0.99670088,,
,,,,,,,,,,,,4.353249642,11.57451822,4.476163992,10.48664642,,,,,,,,,,,,,4.476163992,2.154011311,3.703559511,0.99670088,,
,,,,,,,,,,,,4.388368028,11.57451822,4.511282377,10.48664642,,,,,,,,,,,,,4.511282377,2.154011311,3.738677896,0.99670088,,
,,,,,,,,,,,,4.423486413,11.57451822,4.546400763,10.48664642,,,,,,,,,,,,,4.546400763,2.154011311,3.773796282,0.99670088,,
,,,,,,,,,,,,4.458604799,11.57451822,4.581519148,10.48664642,,,,,,,,,,,,,4.581519148,2.154011311,3.808914667,0.99670088,,
,,,,,,,,,,,,4.493723184,11.57451822,4.616637534,10.48664642,,,,,,,,,,,,,4.616637534,2.154011311,3.844033053,0.99670088,,
,,,,,,,,,,,,4.52884157,11.57451822,4.651755919,10.48664642,,,,,,,,,,,,,4.642976323,2.154011311,3.879151438,0.99670088,,
,,,,,,,,,,,,4.563959956,11.57451822,4.686874305,10.48664642,,,,,,,,,,,,,,,3.914269824,0.99670088,,
,,,,,,,,,,,,4.599078341,11.57451822,,,,,,,,,,,,,,,,,3.949388209,0.99670088,,
,,,,,,,,,,,,4.634196727,11.57451822,,,,,,,,,,,,,,,,,3.984506595,0.99670088,,
,,,,,,,,,,,,4.669315112,11.57451822,,,,,,,,,,,,,,,,,4.01962498,0.99670088,,
,,,,,,,,,,,,4.695653901,11.57451822,,,,,,,,,,,,,,,,,4.054743366,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.089861751,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.124980137,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.160098522,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.195216908,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.230335293,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.265453679,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.300572064,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33569045,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.370808835,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.405927221,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.441045606,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.476163992,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.511282377,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.546400763,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.581519148,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.616637534,0.99670088,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.651755919,0.99670088,,
