  0.34999999403953552        1.5250000000000000E-002   3.1099999999999999E-003   1.3460000000000000E-002   1.7500000000000000E-003  0.13001485884101041        1.7738763760212460E-003  0.37221067407116859        3.3699504523854069E-003
  0.32499999366700649        2.9040000000000000E-002   5.0699999999999999E-003   2.7019999999999999E-002   3.3100000000000000E-003  0.12250185048112509        3.4019198750231249E-003  0.37111078848359846        4.2533245989228733E-003
  0.29999999329447746        4.2569999999999997E-002   6.5199999999999998E-003   4.0180000000000000E-002   4.1999999999999997E-003  0.10452961672473866        4.3758204663374382E-003  0.36261807653996214        4.4225551824202255E-003
  0.27499999292194843        6.4430000000000001E-002   7.3400000000000002E-003   6.1910000000000000E-002   4.9199999999999999E-003   7.9470198675496692E-002   5.2446993358846164E-003  0.34659572752741297        4.6783432513851850E-003
  0.24999999254941940       0.16882000000000000        1.1950000000000001E-002  0.16716000000000000        9.0799999999999995E-003   5.4319215123235218E-002   1.0902454252917727E-002  0.32868347011059812        6.6520488102430149E-003
  0.22499999217689037       0.23730999999999999        1.2699999999999999E-002  0.23683000000000001        9.9900000000000006E-003   4.2182155976861042E-002   1.3090137190927317E-002  0.32243647737755460        7.0733712563671664E-003
  0.19999999180436134       0.61119999999999997        1.6254999999999999E-002  0.61290000000000000        1.1854999999999999E-002   1.9342470223527492E-002   3.0625161456987855E-002  0.30961561405712212        3.5682940629840308E-002
  0.17499999143183231       0.75807999999999998        1.2045000000000000E-002  0.76036000000000004        9.0849999999999993E-003   1.1948287653216896E-002   3.7911033216491405E-002  0.30719600915372880        3.9234862258699113E-002
  0.14999999105930328       0.98041000000000000        3.3449999999999999E-003  0.98216999999999999        1.8050000000000000E-003   1.8377673926102407E-003  0.10123387549074586       0.15971414266015257       0.17247998674969234     
  0.12499999068677425       0.99458999999999997        1.4350000000000001E-003  0.99565999999999999        5.4500000000000002E-004   5.4737561014804256E-004  0.12557603686635915       0.15817271023693485       0.19605004136942594     
   9.9999990314245224E-002  0.99997000000000003        2.5000000000000001E-005   1.0000000000000000        0.0000000000000000        0.0000000000000000                            NaN   4.2251811642962907E-003  0.70579401299761158     
